"gender","genderID","greek","homeTown","ethnicity","religion","religious","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","UScitizen","president","execttiveOrder","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Female","Female","Yes","Small Town","East Asian","Christian",3,3.6,1,2,4,2,14,0,6,2,2,100,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Not eligible to vote",5,5,"Republican",8,10,10,100,10,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",2,2.2,10,10,0,2,12,5,2,5,5,120,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",4,3,"Democratic",6,9,0,50,6,"online"
"Female","Other","No","Medium City","Hispanic","Religious but not one of the above",8,2.2,0,0,0,1,26,1,9,0,10,50,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,10,"Democratic",4,7,0,90,0,"online"
"Female","Female","Yes","Big City","Black","Christian",7,3.6,4,2,1,1,14,7,3,31,5,120,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",7,9,15,80,8,"online"
"Male","Male","No","Big City Subrub","East Asian","Christian",8,3.8,0,0,0,0,26,1,5,2,5,10000,"respect for their elders","good manners","obedience","well-behaved","Unsure","No","Not eligible to vote",0,5,"Other",6,10,10,80,7,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",2,3.4,8,20,6,0,18,1,3,5,3,200,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",5,7,0,40,6,"online"
"Female","Female","No","Medium City","East Asian","Christian",4,3.5,0,0,1,1,16,1,5,1,8,60,"independence","good manners","self-reliance","well-behaved","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",6,6,0,100,8,"online"
"Male","Male","Yes","Big City Subrub","South Asian","Hindu",6,3.3,12,41,3,0,19,10,3,15,4,150,"respect for their elders","curiosity","self-reliance","well-behaved","Bernie Sanders","Yes","Chose not to vote",4,4,"Democratic",3,6,0,20,8,"online"
"Female","Other","No","Big City Subrub","White","Atheist",0,3.8,0,0,1,5,15,1,1,4,2,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,9,"Independent",4,8,0,40,7,"online"
"Female","Female","Yes","Big City","East Asian","Christian",8,3.9,4,0,1,1,16,1,2,6,2,175,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",4,7,0,100,7,"online"
"Female","Female","No","Big City","Hispanic","Atheist",0,3.4,0,0,1,1,17,20,3,2,0,90,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",5,1,15,20,2,"online"
"Female","Female","No","Big City Subrub","White","Agnostic",0,3.5,0,2,1,2,15,1,2,3,4,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,4,"Independent",4,7,10,100,8,"online"
"Male","Male","No","Big City Subrub","Hispanic","Christian",0,3.3,12,30,10,3,14,4,2,3,10,120,"respect for their elders","good manners","obedience","being considerate","Unsure","Yes","Hillary Clinton",4,5,"Democratic",5,9,0,0,10,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",2,4,1,4,2,1,15,9,3,5,1,45,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Yes","Chose not to vote",2,5,"Libertarian",0,10,0,100,9,"online"
"Male","Male","No","Medium City","East Asian","Atheist",1,3.1,1,0,0,0,6,1,1,4,6,100,"respect for their elders","good manners","obedience","well-behaved","Unsure","Yes","Chose not to vote",4,5,"Other",2,9,0,40,0,"online"
"Male","Male","Yes","Big City Subrub","White","Jewish",4,2.8,15,10,1,1,17,3,2,10,7,200,"independence","good manners","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",5,8,"Republican",8,6,0,90,0,"online"
"Male","Male","No","Big City","East Asian","Atheist",1,3.6,1,1,2,3,14,1,1,1,7,200,"independence","good manners","self-reliance","well-behaved","Unsure","No","Not eligible to vote",2,5,"Other",6,9,0,80,7,"online"
"Female","Female","No","Big City Subrub","East Asian","Christian",10,3.6,0,0,0,1,26,6,10,5,7,45,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Chose not to vote",0,5,"Democratic",5,10,0,100,9,"online"
"Male","Male","Yes","Big City","Hispanic","Christian",4,2.6,6,15,13,1,12,14,3,10,10,200,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",4,3,"Democratic",5,10,10,100,2,"online"
"Female","Female","No","Big City Subrub","Hispanic","Atheist",0,2.8,4,5,3,1,16,0,5,3,7,70,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",7,7,20,10,0,"online"
"Male","Male","No","Big City Subrub","East Asian","Christian",6,3.9,5,13,0,0,14,2,0,3,5,105,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",5,3,"Democratic",3,7,0,100,8,"online"
"Male","Male","Yes","Big City Subrub","South Asian","Hindu",6,3.4,2,2,1,0,18,7,2,10,9,700,"independence","curiosity","self-reliance","being considerate","Unsure","Yes","Chose not to vote",0,6,"Other",8,10,0,70,7,"online"
"Male","Male","No","Big City","East Asian","Agnostic",0,4,1,0,0,0,26,1,1,8,8,240,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","No","Not eligible to vote",0,0,"Other",7,8,0,90,4,"online"
"Male","Male","No","Big City","East Asian","Atheist",5,3.8,1,1,10,3,15,3,3,10,5,200,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","No","Not eligible to vote",0,2,"Other",10,6,0,100,3,"online"
"Female","Female","No","Medium City","East Asian","Buddhist",3,3.8,3,1,0,4,19,3,2,3,8,1000,"respect for their elders","good manners","obedience","well-behaved","Unsure","No","Chose not to vote",0,2,"Democratic",5,7,0,100,3,"online"
"Female","Female","No","Medium City","Hispanic","Christian",4,2.5,5,4,3,2,16,1,2,3,10,70,"independence","good manners","self-reliance","being considerate","Hillary Clinton","No","Not eligible to vote",0,3,"Democratic",7,7,0,100,8,"online"
"Female","Female","No","Medium City","East Asian","Atheist",0,3.4,6,7,2,2,17,3,2,8,4,20,"respect for their elders","good manners","self-reliance","being considerate","Unsure","No","Not eligible to vote",0,1,"Other",4,9,10,100,7,"online"
"Male","Male","No","Big City Subrub","East Asian","Christian",10,3,0,0,1,1,20,1,2,1,1,1000,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Chose not to vote",0,5,"Democratic",2,10,0,0,10,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",6,3.5,6,15,1,1,16,10,1,8,5,200,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Yes","Donald Trump",7,7,"Republican",5,9,0,100,6,"online"
"Male","Male","No","Big City","East Asian","Agnostic",0,3.3,0,0,0,0,26,2,1,6,8,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Independent",7,9,0,100,2,"online"
"Female","Female","No","Big City Subrub","White","Agnostic",0,3.7,1,5,0,0,18,1,2,2,0,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,10,0,90,9,"online"
"Female","Female","No","Medium City","White","Christian",8,3,10,15,13,1,9,4,7,2,5,200,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",8,10,"Republican",6,8,0,0,0,"online"
"Female","Female","No","Big City Subrub","East Asian","Christian",7,4,0,0,1,1,17,1,5,2,5,60,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,5,"Democratic",5,9,5,80,8,"online"
"Female","Female","No","Small Town","White","Christian",7,3.3,0,0,8,3,14,16,1,3,3,90,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Yes","Chose not to vote",5,10,"Republican",5,10,15,90,10,"online"
"Male","Male","No","Big City","East Asian","Muslim",6,3,0,0,0,2,16,1,7,1,5,100,"respect for their elders","good manners","self-reliance","being considerate","Unsure","No","Not eligible to vote",0,5,"Other",4,9,10,0,2,"online"
"Male","Male","No","Big City","East Asian","Christian",0,3.1,0,0,0,1,16,1,4,5,10,100,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","No","Not eligible to vote",0,3,"Democratic",2,8,0,100,8,"online"
"Female","Female","No","Big City Subrub","East Asian","Atheist",0,3.8,0,0,0,0,26,2,2,3,5,80,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",8,9,10,90,8,"online"
"Female","Female","No","Big City Subrub","White","Agnostic",0,3,1,2,4,3,11,1,3,4,3,115,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Jill Stein",0,1,"Green",5,9,15,0,6,"online"
"Female","Female","No","Small Town","South Asian","Agnostic",2,3.5,0,0,2,1,14,3,2,4,6,80,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,1,"Independent",3,4,20,10,3,"online"
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",4,2.7,0,0,1,1,18,1,2,3,4,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Not eligible to vote",0,0,"Democratic",8,8,25,0,0,"online"
"Male","Male","No","Medium City","White","Agnostic",5,2.7,1,1,2,2,18,1,2,1,5,56,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",0,6,0,60,0,"online"
"Male","Male","No","Small Town","White","Agnostic",1,3.7,4,5,6,1,15,1,1,5,3,500,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",1,2,"Independent",4,8,0,20,10,"online"
"Female","Female","Yes","Big City","Other","Jewish",5,2.1,2,1,21,1,12,0,4,2,2,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Jill Stein",0,0,"Green",3,10,0,100,10,"online"
"Male","Male","No","Big City","Other","Agnostic",1,3.4,2,2,6,4,14,1,3,3,9,110,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",5,6,20,90,10,"online"
"Female","Female","Yes","Big City Subrub","East Asian","Christian",6,2.1,6,4,0,0,18,3,6,4,7,25,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",4,8,35,50,7,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",5,3.2,5,6,0,0,17,10,1,6,0,70,"independence","good manners","self-reliance","being considerate","Unsure","Yes","Not eligible to vote",1,6,"Independent",5,9,0,70,9,"online"
"Male","Male","No","Big City Subrub","White","Christian",7,3,10,15,1,1,18,5,4,7,6,130,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Yes","Donald Trump",3,6,"Republican",8,10,0,100,4,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",5,3.6,6,12,2,2,14,7,3,3,5,90,"independence","good manners","obedience","being considerate","Unsure","Yes","Chose not to vote",1,5,"Other",5,7,10,80,7,"online"
"Female","Female","No","Big City","White","Religious but not one of the above",3,3,15,18,1,1,12,7,10,3,8,70,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",3,5,"Democratic",5,7,10,0,8,"online"
"Male","Male","No","Small Town","White","Agnostic",1,4,6,8,1,1,18,1,2,3,3,75,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",5,8,20,0,5,"online"
"Female","Female","No","Medium City","South Asian","Agnostic",0,3.2,0,2,1,0,18,2,2,2,5,130,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",5,6,0,90,5,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",5,3.5,10,10,2,1,15,7,3,2,5,200,"respect for their elders","good manners","self-reliance","being considerate","Other Republican","Yes","Chose not to vote",2,7,"Republican",6,8,0,100,8,"online"
"Female","Female","No","Small Town","White","Christian",2,3.9,0,7,6,2,16,1,1,1,3,150,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,1,"Democratic",5,9,45,0,5,"online"
"Male","Male","Yes","Big City Subrub","White","Agnostic",0,3.8,5,2,1,1,17,1,2,4,5,150,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Independent",5,10,0,100,10,"online"
"Female","Female","No","Big City Subrub","White","Christian",4,3.7,4,6,0,0,17,10,8,10,10,100,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",5,10,0,50,6,"online"
"Female","Female","No","Big City Subrub","White","Atheist",0,3.7,7,12,2,1,17,3,2,3,5,70,"independence","good manners","self-reliance","being considerate","Bernie Sanders","No","Not eligible to vote",3,2,"Democratic",3,8,0,100,7,"online"
"Female","Female","Yes","Big City Subrub","South Asian","Religious but not one of the above",5,3.5,10,6,0,2,18,20,5,5,5,500,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Democratic",6,9,0,100,8,"online"
"Male","Male","Yes","Big City Subrub","White","Christian",2,3.6,20,50,3,1,12,1,2,4,3,300,"independence","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",7,6,"Republican",7,7,10,80,8,"online"
"Female","Female","No","Big City Subrub","Black","Christian",8,3,1,5,2,2,16,3,3,5,0,100,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",7,9,0,0,10,"online"
"Male","Male","No","Big City Subrub","East Asian","Agnostic",0,3.5,0,0,0,0,26,0,1,1,0,80,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",0,5,"Other",4,10,0,100,10,"online"
"Male","Male","Yes","Big City","East Asian","Christian",6,3,3,5,4,3,12,0,2,2,5,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,5,"Democratic",5,10,25,100,10,"online"
"Female","Female","No","Big City Subrub","South Asian","Muslim",7,3.2,4,0,0,0,26,6,5,7,4,100,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","No","Not eligible to vote",0,2,"Independent",5,8,5,90,5,"online"
"Male","Male","Yes","Big City","East Asian","Christian",5,2.5,15,20,6,5,14,1,1,5,5,200,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,6,"Democratic",0,7,0,10,10,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",5,3.3,10,17,20,0,14,3,5,4,7,85,"respect for their elders","curiosity","self-reliance","well-behaved","Bernie Sanders","Yes","Chose not to vote",0,6,"Democratic",1,10,0,100,5,"online"
"Male","Male","No","Big City Subrub","Other","Atheist",0,3.2,15,30,2,0,21,1,1,7,6,120,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",1,3,"Democratic",5,7,5,0,6,"online"
"Male","Male","No","Medium City","White","Christian",9,3.8,0,0,0,2,16,3,0,3,5,80,"respect for their elders","good manners","obedience","well-behaved","Donald Trump","Yes","Chose not to vote",10,9,"Independent",10,8,10,0,9,"online"
"Female","Female","No","Big City","East Asian","Atheist",1,3,0,0,0,0,26,3,2,1,5,100,"independence","curiosity","self-reliance","being considerate","Unsure","No","Chose not to vote",5,6,"Other",9,9,0,100,5,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",4,2.9,6,10,3,2,13,0,4,4,5,100,"independence","good manners","self-reliance","being considerate","Unsure","Yes","Hillary Clinton",2,5,"Democratic",5,8,0,70,3,"online"
"Female","Female","No","Big City Subrub","East Asian","Religious but not one of the above",2,2.6,0,0,0,0,14,1,3,3,4,60,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",1,2,"Democratic",3,8,10,80,3,"online"
"Female","Female","No","Big City","Hispanic","Atheist",0,2.7,3,4,3,1,15,4,2,4,8,80,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,0,"Democratic",5,8,0,0,2,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",1,2.9,3,5,1,1,12,7,2,5,0,80,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",5,5,"Democratic",4,10,0,50,10,"online"
