"gender","greek","homeTown","highSchool","age","major","ethnicity","belief","religion","religious","expectedIncome","followElection","president","liberal","environment","terrorism","economicInequality","racism","genderEquality","security","familyVal","gunControl","taxes","bigMoney","illegalImmigrants","farRightPol","farLeftPol","religiousFanatics","terrorists","foreignPowers","notVote","politicalParty","voteMar","voteNov","gradeVsLearning","parentRelationship","workHr","tuition","voteParent"
"Female","Yes","Big City Subrub","Yes",19,"Communications","White","Divine Guidance","Christian",8,70,"some","Bernie Sanders",5,7,9,6,7,8,5,6,10,6,7,8,5,5,4,10,9,6,"Democrat",4,10,4,9,20,100,"No"
"Female","No","Big City","Yes",18,"Early Childhood Education","Black","Evolution","Christian",6,50,"some","Bernie Sanders",5,0,10,5,10,8,5,5,6,3,4,3,5,4,4,10,3,4,"Other",7,7,10,10,0,40,"Yes"
"Male","No","Big City","Yes",18,"dgs","Asian","None of the above","Agnostic",3,80,"some","Bernie Sanders",5,7,10,7,10,10,5,5,10,10,3,2,5,6,1,10,9,6,"Democrat",0,0,7,9,10,100,"Unsure"
"Female","No","Small Town","Not Sure",19,"Food Science and Human Nutrition - Dietetics","White","Evolution","Atheist",0,55,"some","Bernie Sanders",2,7,7,5,10,10,3,0,7,7,10,0,9,2,10,5,0,0,"Democrat",0,5,5,8,0,30,"Yes"
"Female","Yes","Medium City","Not Sure",19,"undecided","White","Divine Guidance","Christian",4,200,"some","John Kacich",7,7,5,7,10,7,7,8,9,10,2,6,5,5,5,6,5,4,"Republican",0,0,4,10,0,100,"Yes"
"Female","No","Big City","Yes",20,"Food Science and Nutrition","White","Divine Guidance","Christian",6,95,"closely","John Kacich",5,1,3,2,4,5,6,9,7,8,5,4,6,7,3,1,8,2,"Other",10,9,5,10,0,100,"Unsure"
"Female","No","Big City","Yes",19,"Political science","Asian","Evolution","Agnostic",2,9,"some","Bernie Sanders",5,7,10,6,8,8,7,5,7,8,5,5,7,7,6,8,7,6,"Republican",-1,-1,6,5,0,100,"Yes"
"Female","No","Small Town","Yes",19,"Psychology","White","Evolution","Agnostic",1,85,"very closely","Bernie Sanders",3,8,7,8,9,9,3,3,5,7,6,3,5,5,3,3,3,6,"Democrat",10,10,5,10,0,90,"No"
"Female","No","Big City","Yes",18,"math","Asian","Evolution","Agnostic",1,1000,"Not at all","Unsure",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Republican",-1,-1,6,5,0,100,"Unsure"
"Female","No","Small Town","Yes",20,"Computer Science + Astronomy","Asian","Evolution","Hindu",8,75,"closely","Bernie Sanders",1,10,10,10,10,10,4,1,7,7,8,0,2,2,9,7,6,9,"Democrat",10,10,5,5,15,10,"Unsure"
"Male","No","Small Town","Not Sure",19,"Journalism","White","Creationism","Christian",3,70,"closely","Bernie Sanders",0,7,8,6,10,10,7,4,8,5,9,1,10,1,9,10,7,6,"Democrat",7,10,1,9,0,80,"No"
"Female","No","Big City Subrub","Yes",21,"Communication","Asian","None of the above","Christian",6,60,"some","Unsure",5,7,10,10,10,10,10,10,10,10,5,1,3,1,3,1,1,5,"Other",0,1,0,5,5,100,"Unsure"
"Male","Yes","Big City Subrub","Yes",22,"Atmospheric Sciences","White","Evolution","Christian",1,80,"closely","Bernie Sanders",5,9,8,7,7,6,5,4,6,6,9,5,5,5,7,8,6,5,"Independent",8,6,9,7,0,0,"No"
"Female","No","Big City Subrub","Not Sure",20,"SHS","White","Evolution","Jewish",3,100,"some","Ted Cruz",5,2,10,7,5,2,5,0,5,7,5,5,0,0,2,10,8,0,"Republican",5,5,3,9,0,100,"Yes"
"Male","No","Big City","Yes",18,"Undeclared","Hispanic","Evolution","Christian",4,250,"closely","Bernie Sanders",5,9,5,10,10,9,8,4,5,3,10,0,2,5,2,7,7,10,"Democrat",10,10,7,5,15,0,"No"
"Female","No","Big City Subrub","In some classes",21,"Elementary Education","Black","Evolution","Christian",1,75,"closely","Hillary Clinton",1,1,3,8,9,5,2,3,10,7,3,4,4,2,4,3,3,7,"Democrat",8,10,1,10,15,40,"Yes"
"Male","No","Big City Subrub","Yes",21,"Anthropology","White","Evolution","Christian",0,150,"some","Unsure",7,6,9,5,8,1,4,3,1,3,8,3,5,5,2,8,4,3,"Republican",0,0,8,8,0,50,"Yes"
"Female","No","Big City","Not Sure",19,"undecided","Asian","Evolution","Buddhist",6,10000,"Not at all","Unsure",3,5,8,8,7,10,5,5,7,7,8,6,8,8,10,10,4,5,"Other",-1,-1,9,7,10,100,"Unsure"
"Female","No","Medium City","Not Sure",18,"Undecided","White","Divine Guidance","Christian",7,40,"closely","Bernie Sanders",3,10,5,8,10,9,1,1,6,6,10,0,0,0,0,0,7,6,"Democrat",10,9,5,10,0,0,"Unsure"
"Female","Yes","Big City Subrub","Yes",18,"psychology","White","Evolution","Jewish",6,70,"closely","Bernie Sanders",1,9,7,5,10,10,6,4,8,6,4,3,8,0,9,10,6,6,"Democrat",10,10,3,8,0,100,"Yes"
"Female","No","Big City","Yes",19,"Chemistry","Asian","Divine Guidance","Christian",4,77,"some","Bernie Sanders",2,10,6,8,7,7,6,5,9,8,10,7,7,7,7,7,9,10,"Democrat",10,10,7,8,0,100,"Yes"
"Male","No","Medium City","Yes",23,"community health (health applied science)","Other","Creationism","Muslim",7,110,"very closely","Bernie Sanders",3,10,5,10,10,10,10,3,10,10,10,0,10,6,10,3,5,10,"Independent",0,0,5,6,0,0,"Yes"
"Female","Yes","Big City Subrub","Yes",20,"Elementary Education","Asian","Evolution","Atheist",1,100,"some","Bernie Sanders",4,9,9,8,10,10,8,8,8,8,8,7,9,9,8,9,7,7,"Democrat",5,5,9,9,0,100,"Unsure"
"Female","Yes","Small Town","Yes",18,"communications","White","Divine Guidance","Christian",5,80,"some","Bernie Sanders",4,8,6,6,10,10,5,7,4,5,5,3,9,9,6,3,5,8,"Democrat",2,7,8,10,0,100,"No"
"Male","No","Big City Subrub","Yes",19,"Kinesiology","White","Divine Guidance","Christian",8,95,"some","John Kacich",5,7,9,6,5,5,8,10,7,5,10,3,8,8,5,9,5,5,"Independent",2,9,4,9,0,10,"Unsure"
"Female","No","Big City","Yes",18,"Advertising","Black","Divine Guidance","Christian",5,271,"some","Bernie Sanders",1,8,5,9,7,10,4,3,6,2,9,2,3,5,3,4,8,10,"Democrat",10,10,7,10,0,10,"Yes"
"Female","Yes","Big City Subrub","Not Sure",18,"human nutrition","White","Divine Guidance","Christian",5,50,"some","Unsure",7,9,8,7,7,5,6,8,4,6,5,5,5,5,5,6,6,5,"Republican",1,1,4,9,0,90,"Yes"
"Male","Yes","Big City Subrub","Not Sure",19,"Economics","Black","Creationism","Christian",6,1000,"very closely","Bernie Sanders",4,10,9,9,10,7,7,1,10,8,9,0,4,4,0,5,1,0,"Democrat",10,10,5,9,20,80,"Yes"
"Female","No","Medium City","Yes",19,"Undecided","White","Evolution","Christian",1,80,"some","Bernie Sanders",4,8,9,9,9,9,7,5,6,7,9,2,5,5,3,8,5,6,"Democrat",10,10,5,6,0,80,"Yes"
"Female","Yes","Big City Subrub","Not Sure",20,"Art Education","Hispanic","Divine Guidance","Other Religion",5,50,"some","Bernie Sanders",5,7,6,8,10,9,3,5,1,2,9,0,7,6,8,1,4,10,"Independent",0,1,5,10,0,100,"No"
"Male","Yes","Big City Subrub","Yes",19,"DGS","White","Divine Guidance","Christian",5,200,"closely","Ted Cruz",3,8,8,0,3,6,0,0,0,8,0,0,10,10,4,10,0,0,"Republican",0,0,5,8,15,90,"Yes"
"Male","No","Big City","Yes",19,"Actuarial Science","Asian","None of the above","Other Religion",1,150,"some","Bernie Sanders",1,10,10,10,3,1,1,7,10,10,5,0,0,0,0,4,0,5,"Independent",10,10,10,10,0,0,"Unsure"
"Female","No","Big City Subrub","Yes",18,"Linguistics","White","Divine Guidance","Other Religion",5,50,"some","Bernie Sanders",1,10,7,8,10,10,10,0,1,6,10,0,9,6,9,6,3,10,"Democrat",7,9,5,8,0,0,"Unsure"
"Male","Yes","Big City Subrub","No",18,"DGS","White","Evolution","Agnostic",0,100,"very closely","John Kacich",3,10,5,8,8,6,5,0,0,5,10,0,10,5,7,0,0,6,"Independent",10,10,5,9,0,20,"No"
"Female","No","Small Town","Yes",18,"Spanish","White","Evolution","Agnostic",3,100,"some","Unsure",5,10,8,10,10,10,8,5,4,0,8,8,5,5,4,7,10,2,"Democrat",0,0,8,8,0,30,"No"
"Male","Yes","Small Town","Yes",19,"TSM","White","Evolution","Atheist",0,200,"closely","Unsure",3,6,4,0,0,0,0,0,10,8,4,0,0,0,6,0,0,0,"Other",2,3,7,9,0,100,"No"
"Female","No","Big City Subrub","Not Sure",21,"food science","White","None of the above","Christian",4,95,"some","Marco Rubio",4,6,8,8,9,9,2,6,5,7,7,1,4,4,4,8,2,5,"Democrat",0,3,5,8,0,100,"Yes"
"Female","No","Big City","Not Sure",19,"Biology","Black","Creationism","Christian",8,150,"some","Bernie Sanders",5,9,9,10,10,10,2,8,10,8,10,0,0,10,0,10,7,6,"Democrat",10,10,5,6,0,20,"Yes"
"Male","No","Small Town","Yes",19,"undecided","White","None of the above","Atheist",0,10000,"closely","Unsure",0,0,2,3,2,2,0,0,0,0,1,0,0,0,2,2,0,1,"Democrat",-1,1,3,4,25,40,"Unsure"
