"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","president","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Female","Female","Yes","Medium City","White","Christian",7,28,2.9,7,4,4,4,"15","college",7,"3",3,5,100,"respect for their elders","curiosity","self-reliance","being considerate","Ted Cruz","Gary Johnson",4,"Libertarian",6,9,25,70,10,"Online"
"Male","Male","Yes","Small Town","White","Christian",8,24,3.7,2,2,1,2,"12","high school",4,"2",6,4,150,"independence","good manners","obedience","well-behaved","Donald Trump","Donald Trump",9,"Republican",3,9,0,100,9,"Online"
"Male","Male","No","Big City","Asian","Christian",4,22,3.5,4,2,1,2,"19","college",7,"3",10,8,60,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",2,"Democratic",5,8,5,10,9,"Online"
"Male","Male","Yes","Big City Subrub","Hispanic","Atheist",2,30,2.7,10,10,10,3,"12","high school",8,"3",7,5,200,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","Hillary Clinton",5,"Democratic",5,9,0,90,5,"Online"
"Male","Male","No","Medium City","White","Atheist",0,31,3.9,0,0,1,1,"15","college",0,"0",1,8,150,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",5,"Independent",4,2,20,0,6,"Online"
"Male","Male","No","Big City","Asian","Atheist",0,32,3.3,0,0,3,1,"18","high school",1,"2",3,5,150,"respect for their elders","curiosity","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",5,"Republican",6,5,0,100,8,"Online"
"Female","Female","Yes","Big City Subrub","White","Christian",5,28,3.8,12,15,5,1,"16","college",9,"4",8,5,50,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Donald Trump",6,"Republican",2,9,10,100,2,"Online"
"Female","Female","No","Big City","Asian","Christian",2,28,3.7,0,0,1,1,"19","lower grades",1,"3",7,10,100,"independence","good manners","self-reliance","being considerate","Unsure","Unsure",5,"Democratic",3,8,0,100,4,"Online"
"Female","Female","No","Big City Subrub","Hispanic","Religious but not one of the above",3,23,3.5,0,0,1,1,"13","high school",1,"10 or more",2,3,40,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",1,"Democratic",3,7,30,0,9,"Online"
"Female","Female","No","Big City Subrub","Black","Christian",10,25,2.8,5,3,0,0,"14","college",7,"2",7,7,70000,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Hillary Clinton",7,"Democratic",5,8,15,0,8,"Online"
"Male","Male","No","Big City","Asian","Atheist",0,33,4,5,10,4,2,"13","college",3,"5",6,0,150,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",5,5,0,100,8,"Online"
"Female","Female","No","Big City Subrub","White","Christian",7,22,3.3,5,5,0,0,"15","high school",4,"1",10,5,100,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",5,"Other",5,10,0,100,5,"Online"
"Male","Male","No","Small Town","White","Jewish",2,20,2.8,4,22,10,1,"16","high school",2,"6",12,6,500,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",8,"Republican",6,10,0,0,8,"Online"
"Female","Female","No","Big City","Hispanic","Atheist",0,26,3.2,0,0,0,0,"still waiting","lower grades",2,"4",2,4,45,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",5,10,15,0,4,"Online"
"Female","Female","No","Big City Subrub","Other","Agnostic",0,25,3,4,6,7,1,"14","college",1,"3",6,2,70,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",2,8,0,100,8,"Online"
"Female","Female","Yes","Small Town","White","Christian",7,25,3.3,5,10,5,1,"16","college",1,"4",5,5,100,"independence","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",3,"Democratic",4,9,0,80,7,"Online"
"Male","Male","Yes","Small Town","White","Christian",10,21,4,15,16,0,4,"16","college",14,"1",4,5,160,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Donald Trump",10,"Republican",0,10,0,100,10,"Online"
"Female","Female","No","Big City","Asian","Christian",7,31,4,2,0,0,0,"still waiting","high school",4,"1",1,8,150,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",5,"Other",5,9,10,100,6,"Online"
"Female","Female","No","Big City","Asian","Agnostic",0,34,4,3,3,0,2,"14","college",2,"5",5,5,50,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",5,3,10,10,7,"Online"
"Female","Female","Yes","Big City","White","Christian",3,23,2.6,15,5,20,1,"14","lower grades",1,"3",5,0,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Donald Trump",7,"Republican",5,6,25,50,7,"Online"
"Male","Male","Yes","Big City Subrub","White","Christian",10,31,4,10,10,1,1,"17","high school",2,"2",5,6,5,"respect for their elders","curiosity","obedience","being considerate","John Kacich","Gary Johnson",5,"Independent",10,7,0,10,6,"Online"
"Male","Male","No","Big City Subrub","White","Christian",5,21,2.1,0,0,10,0,"17","college",2,"3",10,3,60,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",6,"Republican",4,10,5,0,0,"Online"
"Female","Female","Yes","Big City Subrub","White","Buddhist",0,24,3.5,8,6,1,1,"15","college",3,"2",6,0,70,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",0,"Democratic",7,8,20,50,4,"Online"
"Female","Female","No","Big City","Asian","Religious but not one of the above",3,26,3.9,0,0,1,2,"20","college",7,"2",4,9,10,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Hillary Clinton",5,"Other",5,8,5,50,8,"Online"
"Male","Male","No","Big City","Asian","Atheist",0,35,3.4,0,0,1,1,"16","middle school",1,"2",3,9,500,"independence","curiosity","self-reliance","well-behaved","Unsure","Unsure",8,"Republican",5,6,0,100,8,"Online"
"Male","Male","No","Big City Subrub","Asian","Christian",2,25,3.4,0,0,0,0,"still waiting","college",3,"1",1,5,40,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",4,"Democratic",3,7,0,10,0,"Online"
"Male","Male","Yes","Medium City","Black","Christian",8,29,3.2,12,21,3,1,"14","college",1,"4",3,9,70,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Hillary Clinton",2,"Democratic",2,9,0,100,1,"Online"
"Female","Female","Yes","Big City","White","Christian",7,28,3.4,4,7,5,1,"16","college",4,"10 or more",10,3,500,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",5,"Republican",6,10,0,70,6,"Online"
"Male","Male","No","Big City Subrub","White","Christian",6,27,3.5,4,0,0,2,"14","high school",10,"2",5,4,75,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",6,6,0,20,8,"Online"
"Female","Female","Yes","Big City Subrub","White","Christian",2,30,3.7,8,8,0,0,"18","college",2,"2",6,3,70,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Hillary Clinton",5,"Other",5,9,0,50,5,"Online"
"Female","Female","No","Small Town","Asian","Agnostic",1,29,3.9,2,0,0,0,"3","middle school",2,"3",3,3,70,"independence","good manners","self-reliance","well-behaved","Hillary Clinton","Unsure",5,"Democratic",5,10,30,100,7,"Online"
"Male","Male","No","Big City Subrub","White","Religious but not one of the above",9,24,2.6,0,0,3,1,"15","high school",4,"2",15,9,1500,"independence","good manners","self-reliance","well-behaved","Unsure","Unsure",5,"Other",2,10,20,100,10,"Online"
"Female","Female","No","Medium City","White","Atheist",0,28,3.7,2,10,7,7,"16","college",0,"2",5,2,100,"independence","curiosity","self-reliance","being considerate","Unsure","Hillary Clinton",0,"Libertarian",5,0,0,0,10,"Online"
"Male","Male","Yes","Big City Subrub","Asian","Atheist",0,30,2.6,2,4,0,0,"20","college",1,"2",3,3,70,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Jill Stein",1,"Independent",6,5,5,90,0,"Online"
"Male","Male","Yes","Big City Subrub","White","Atheist",1,26,3.4,25,35,6,1,"14","high school",5,"1",9,7,250,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",0,"Other",8,9,0,100,7,"Online"
"Female","Female","Yes","Big City Subrub","White","Christian",6,27,3.2,5,0,0,3,"16","college",12,"4",7,3,125,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Hillary Clinton",5,"Democratic",7,6,10,100,2,"Online"
"Male","Male","No","Big City Subrub","Asian","Hindu",1,31,3.8,8,0,1,1,"16","college",7,"4",10,7,1000,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Other",8,7,5,100,10,"Online"
"Male","Male","Yes","Big City Subrub","White","Christian",0,28,3.6,8,16,15,2,"15","college",3,"2",4,7,500,"independence","curiosity","self-reliance","being considerate","Other","Gary Johnson",5,"Libertarian",5,8,5,20,9,"Online"
"Male","Male","Yes","Big City Subrub","White","Christian",2,32,3.8,16,30,1,0,"18","college",2,"2",6,5,100,"independence","good manners","self-reliance","being considerate","John Kacich","Gary Johnson",6,"Independent",4,9,0,100,8,"Online"
"Male","Male","No","Big City Subrub","Other","Atheist",0,33,3.2,0,0,0,0,"still waiting","high school",1,"1",8,5,300,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Unsure",7,"Republican",2,9,0,90,3,"Online"
"Male","Male","Yes","Big City Subrub","Other","Muslim",2,28,3,8,10,0,1,"13","college",7,"3",10,8,500,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",3,"Democratic",4,10,0,100,10,"Online"
"Female","Female","No","Big City","Asian","Agnostic",4,25,3.8,0,1,1,1,"14","high school",1,"2",4,7,200,"independence","good manners","self-reliance","being considerate","Unsure","Unsure",5,"Other",6,6,0,100,4,"Online"
"Female","Female","Yes","Big City Subrub","White","Christian",6,33,3.2,5,10,0,2,"14","college",2,"4",7,8,200,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Donald Trump",7,"Republican",5,9,10,70,7,"Online"
"Male","Male","No","Small Town","Black","Agnostic",0,30,3.2,2,3,2,0,"6","high school",3,"2",2,6,70,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",5,10,10,0,3,"Online"
"Male","Male","No","Small Town","White","Atheist",0,20,3,2,1,2,2,"12","college",1,"1",4,5,500,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Other",3,"Other",6,7,0,0,7,"Online"
"Female","Female","No","Big City","Asian","Agnostic",0,29,3.2,0,0,1,1,"16","high school",2,"2",2,6,120,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",5,"Other",8,9,0,100,5,"Online"
"Female","Female","No","Medium City","Hispanic","Agnostic",0,27,3.1,1,0,0,0,"still waiting","college",4,"3",5,4,50,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Jill Stein",0,"Other",7,10,10,10,4,"Online"
"Female","Female","No","Small Town","White","Christian",6,26,3.2,5,10,3,1,"9","high school",5,"4",5,7,90,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",4,9,0,50,8,"Online"
"Female","Female","Yes","Medium City","White","Agnostic",1,34,3.6,10,10,3,0,"14","college",1,"3",3,5,1000,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",4,10,20,70,7,"Online"
"Male","Male","No","Big City Subrub","Asian","Buddhist",3,32,3.7,0,0,1,1,"18","college",1,"1",3,6,250,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",6,"Republican",7,9,0,90,5,"Online"
"Female","Female","Yes","Small Town","White","Christian",6,25,3,15,20,6,5,"12","college",5,"6",3,4,90,"independence","good manners","obedience","being considerate","Marco Rubio","Unsure",8,"Republican",4,6,0,0,7,"Online"
"Female","Female","No","Big City","Hispanic","Agnostic",1,24,3.3,3,1,8,1,"12","college",4,"10 or more",3,5,90,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",4,7,10,0,4,"Online"
"Male","Male","Yes","Big City Subrub","Asian","Agnostic",1,30,3.1,4,3,1,1,"18","high school",2,"1",3,0,150,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Other",3,"Independent",6,8,0,30,5,"Online"
"Female","Female","Yes","Big City Subrub","White","Christian",1,33,3.7,6,5,5,2,"12","college",21,"2",8,8,150,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","Unsure",5,"Democratic",2,6,15,40,9,"Online"
"Female","Female","No","Big City Subrub","Asian","Atheist",0,31,3.2,5,6,20,3,"13","high school",2,"10 or more",5,5,120,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",0,"Other",4,8,15,100,10,"Online"
"Male","Male","Yes","Big City Subrub","Asian","Atheist",0,31,3.2,4,6,1,1,"14","college",6,"2",10,5,300,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",5,8,0,100,10,"Online"
"Female","Female","No","Medium City","Asian","Buddhist",4,31,3.9,0,0,0,0,"19","lower grades",1,"2",2,6,10,"independence","curiosity","self-reliance","being considerate","Unsure","Hillary Clinton",8,"Democratic",5,5,0,100,5,"Online"
"Male","Male","No","Big City Subrub","White","Christian",7,32,3.1,6,10,1,1,"17","high school",3,"1",7,6,100,"respect for their elders","curiosity","self-reliance","being considerate","John Kacich","Donald Trump",6,"Republican",3,7,40,70,4,"Online"
"Male","Male","No","Medium City","Asian","Atheist",0,32,2.4,0,0,3,1,"17","high school",0,"2",3,8,150,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Other",5,6,0,100,7,"Online"
"Female","Female","No","Big City","Asian","Agnostic",0,30,3.8,6,2,2,2,"14","middle school",1,"1",4,9,50,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Other",5,7,10,50,7,"Online"
"Male","Male","No","Small Town","White","Christian",8,27,3.7,0,0,1,1,"18","college",5,"1",3,5,110,"respect for their elders","good manners","obedience","being considerate","Ben Carson","Donald Trump",10,"Republican",7,10,0,0,0,"Online"
"Female","Female","No","Big City Subrub","Asian","Christian",6,30,3,5,5,4,2,"17","college",4,"8",3,5,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",3,"Democratic",8,8,15,90,10,"Online"
"Female","Female","Yes","Big City Subrub","White","Christian",2,26,3.5,10,15,1,1,"15","high school",2,"3",7,6,100,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",6,"Democratic",6,8,0,100,3,"Online"
"Female","Female","No","Big City","Asian","Christian",10,23,3.6,0,0,1,2,"17","lower grades",3,"3",2,10,200,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",4,"Democratic",2,10,5,50,8,"Online"
"Male","Male","No","Big City","Asian","Atheist",1,27,3.7,0,0,0,1,"15","high school",1,"2",2,7,1000,"respect for their elders","curiosity","self-reliance","well-behaved","Bernie Sanders","Hillary Clinton",5,"Democratic",6,8,0,100,2,"Online"
"Female","Female","Yes","Big City Subrub","Asian","Muslim",5,31,3.1,3,1,0,0,"19","college",2,"6",5,7,110,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Hillary Clinton",4,"Democratic",1,10,0,100,7,"Online"
"Female","Female","No","Big City Subrub","White","Christian",5,27,3.3,15,20,42,0,"16","college",5,"3",3,3,90,"independence","curiosity","self-reliance","being considerate","Donald Trump","Donald Trump",8,"Republican",3,8,0,100,6,"Online"
"Female","Female","No","Medium City","Asian","Christian",4,21,3.2,8,6,13,2,"14","college",6,"2",9,5,90,"respect for their elders","good manners","self-reliance","being considerate","Other","Other",7,"Republican",5,10,0,50,7,"Online"
"Male","Male","No","Big City Subrub","Asian","Christian",5,30,3,0,0,2,0,"10","lower grades",2,"5",5,8,100,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","Hillary Clinton",1,"Republican",3,3,10,20,2,"Online"
