"gender","genderID","ethnicity","citizen","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexualOrientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","innocentVsGuility","sexVsLove","attendance","version"
"Female","Female","Asian","Yes","Yes",10,6,5,"straight","Yes",15,"Yes","No","No",8,8,3,9,9,0,1,5,5,"No",3,"Neutral","Yes","August","Over","WAD","Burger King","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Yes",4,8,8,"straight","Yes",2,"No","No","No",10,10,0,4,4,1,3,6,10,"Yes - I already have",4,"Always Legal","No","October","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","Asian","No","Yes",1,8,4,"straight","Yes",13,"No","No","Yes",8,7,3,0,0,2,3,6,2,"Yes - I already have",0,"Always Legal","No","October","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","White","Yes","Uncertain",5,6,4,"straight","Yes",6,"No","No","No",1,0,9,1,0,12,4,8,7,"Yes - I already have",3,"Always Legal","No","December","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","No",7,2,2,"straight","Yes",3,"No","No","Yes",6,7,3,0,0,0,2,4,7,"Yes - I would",3,"Always Legal","No","July","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","Hispanic","Yes","No",0,1,5,"bi","Some do",12,"No","Yes","No",3,3,5,0,0,5,2,2,10,"Yes - I already have",2,"Always Legal","No","October","No preference","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Asian","No","No",0,5,3,"bi","No",16,"No","No","Yes",5,7,5,0,0,0,6,7,1,"Yes - I would",3,"Always Legal","No","July","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","Black","Yes","No",3,0,3,"straight","No",14,"No","No","Yes",7,9,1,0,0,0,0,9,3,"Yes - I would",4,"Always Legal","No","April","Over","WAD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","Asian","No","Uncertain",3,8,7,"straight","Yes",13,"No","No","No",4,4,6,7,3,2,4,7,7,"Yes - I already have",2,"Illegal most of the time","Yes","May","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Uncertain",8,7,9,"straight","Yes",6,"No","No","No",9,9,1,5,5,2,1,4,2,"Yes - I already have",2,"Always Illegal","No","July","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Uncertain",6,8,10,"straight","Yes",7,"No","No","No",9,8,2,5,5,1,1,4,6,"Yes - I already have",5,"Legal most of the time","No","April","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","White","Yes","Uncertain",9,7,9,"straight","Yes",2,"No","No","No",1,1,9,5,5,0,0,6,3,"No",3,"Illegal most of the time","No","January","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Uncertain",1,1,3,"straight","Yes",12,"No","No","No",8,8,4,0,0,1,2,7,8,"Yes - I already have",4,"Neutral","Yes","June","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","No",2,1,0,"straight","Yes",5,"No","No","No",9,8,1,0,2,1,1,7,8,"Yes - I already have",3,"Legal most of the time","Yes","February","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",5,3,5,"straight","Yes",10,"No","No","No",8,10,2,2,2,1,1,10,8,"Yes - I already have",3,"Neutral","Yes","February","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","No",1,0,2,"straight","Yes",10,"No","Yes","No",8,9,3,0,0,2,3,8,6,"Yes - I already have",4,"Always Legal","Yes","June","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Male","Male","Asian","No","Yes",0,7,7,"straight","Yes",10,"No","No","No",3,4,7,3,7,0,1,5,5,"Unsure",2,"Illegal most of the time","No","April","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Asian","Yes","No",0,2,8,"bi","No",10,"No","Yes","Yes",3,3,5,0,0,2,1,9,2,"Yes - I already have",0,"Legal most of the time","No","January","Over","WAD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","No",2,0,2,"bi","No",17,"No","Yes","Yes",10,10,5,0,0,6,3,7,4,"Yes - I already have",2,"Legal most of the time","No","June","Over","WAD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",0,0,4,"straight","Yes",10,"No","No","No",7,8,3,0,0,1,1,5,4,"Yes - I already have",1,"Legal most of the time","Yes","November","No preference","WAD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Uncertain",7,7,7,"straight","Yes",2,"No","No","No",9,9,0,0,0,0,0,5,8,"Yes - I would",3,"Always Legal","Yes","May","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","Hispanic","Yes","No",5,4,5,"straight","Yes",7,"No","No","No",2,1,10,3,3,1,1,7,3,"Yes - I already have",3,"Legal most of the time","No","March","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","Hispanic","Yes","No",8,3,6,"bi","No",18,"No","Yes","No",10,10,2,0,0,0,0,8,10,"Unsure",2,"Legal most of the time","Yes","April","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",5,2,2,"straight","Yes",3,"No","No","Yes",10,10,0,0,0,0,1,5,10,"Yes - I would",2,"Always Legal","Yes","November","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Yes",2,3,0,"bi","No",13,"No","Yes","No",9,9,1,0,0,4,3,10,4,"Yes - I already have",3,"Legal most of the time","No","July","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Male","Male","White","Yes","Yes",5,6,9,"straight","Yes",8,"No","No","No",3,3,10,7,5,7,3,7,3,"Yes - I already have",2,"Legal most of the time","No","April","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","Hispanic","Yes","No",8,4,4,"straight","Yes",5,"No","No","No",10,10,0,0,0,2,1,10,10,"Yes - I already have",2,"Legal most of the time","No","June","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","White","Yes","Yes",7,7,9,"straight","Yes",10,"No","No","No",2,2,8,8,8,1,1,10,10,"No",3,"Illegal most of the time","No","August","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","Asian","Yes","No",0,4,7,"straight","Yes",7,"No","No","No",8,8,8,0,0,0,1,5,10,"Yes - I would",2,"Legal most of the time","No","March","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","No",2,4,5,"straight","Yes",7,"No","Yes","No",6,7,2,0,0,9,2,3,5,"Yes - I already have",6,"Legal most of the time","Yes","March","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","Asian","Yes","No",2,3,1,"straight","Yes",4,"No","No","No",3,3,7,0,0,1,1,6,5,"Unsure",2,"Neutral","No","January","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","Hispanic","No","Uncertain",8,9,10,"straight","Yes",2,"No","No","No",10,10,0,5,5,0,0,2,7,"Unsure",4,"Always Illegal","Yes","November","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","Asian","No","No",0,3,7,"bi","No",14,"Yes","Yes","No",7,6,6,0,0,0,2,2,0,"Yes - I would",0,"Neutral","No","January","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","Black","Yes","No",5,1,3,"straight","Yes",6,"No","No","Yes",8,8,2,0,0,1,1,5,8,"Yes - I already have",2,"Always Legal","No","December","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Yes",5,6,8,"straight","Yes",13,"No","No","No",6,7,1,5,5,1,1,7,3,"Yes - I already have",3,"Always Legal","Yes","August","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","No",1,2,5,"straight","Yes",10,"No","No","No",8,6,4,0,0,0,0,8,6,"Yes - I would",4,"Legal most of the time","No","October","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","No",10,3,5,"straight","Yes",11,"No","No","No",10,10,0,5,5,0,1,5,10,"No",2,"Always Legal","No","October","No preference","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Black","Yes","No",6,5,3,"straight","Yes",2,"No","No","No",9,9,3,10,10,2,1,3,10,"Yes - I already have",3,"Illegal most of the time","No","February","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",2,2,4,"straight","Yes",5,"No","No","Yes",7,7,2,0,0,1,1,7,2,"Yes - I already have",2,"Always Legal","No","October","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","Asian","No","No",1,3,3,"straight","Yes",3,"No","No","No",0,0,10,3,0,2,3,7,7,"Yes - I already have",2,"Illegal most of the time","Yes","April","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","Asian","No","No",0,5,8,"straight","Yes",18,"No","No","No",0,2,7,10,4,4,2,10,10,"Yes - I already have",2,"Legal most of the time","No","January","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Male","Male","White","Yes","No",8,4,7,"straight","Yes",7,"No","No","No",2,2,7,0,0,1,1,0,0,"Yes - I already have",3,"Illegal most of the time","No","July","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","Asian","No","Yes",0,5,5,"straight","Yes",12,"Yes","No","No",2,2,8,1,1,2,2,8,2,"Yes - I already have",2,"Neutral","No","June","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Male","Male","Hispanic","Yes","No",5,5,7,"straight","Yes",10,"No","No","No",0,1,10,0,0,10,3,7,7,"Yes - I already have",9,"Neutral","Yes","November","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","White","Yes","Uncertain",8,7,5,"straight","Yes",6,"No","No","No",10,10,1,5,5,0,1,10,10,"Yes - I would",4,"Neutral","No","November","Over","WAD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",5,0,0,"bi","Some do",14,"No","Yes","No",10,10,2,0,0,22,4,10,2,"Yes - I already have",4,"Always Legal","Yes","October","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","Asian","No","No",1,7,9,"straight","Yes",16,"No","No","No",7,6,2,5,5,6,1,6,3,"Yes - I already have",2,"Always Legal","Yes","October","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",5,3,4,"straight","Yes",6,"No","No","No",9,7,5,0,0,0,1,7,8,"Yes - I would",2,"Always Legal","No","May","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","Asian","Yes","No",7,3,6,"straight","Yes",2,"No","No","No",7,7,2,0,0,1,1,10,5,"Yes - I already have",4,"Always Legal","Yes","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Asian","Yes","No",7,5,7,"straight","Yes",2,"No","No","No",7,8,3,3,3,0,0,6,6,"Yes - I would",3,"Always Legal","No","September","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","Asian","Yes","No",4,2,5,"straight","Yes",2,"No","No","No",8,7,0,0,0,3,2,7,5,"Yes - I already have",2,"Always Legal","No","November","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","No",1,0,5,"straight","Yes",2,"No","No","No",6,6,2,0,0,0,0,9,7,"Yes - I would",2,"Always Legal","No","October","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","No",0,5,10,"straight","Yes",2,"No","Yes","No",7,8,0,0,2,25,1,10,8,"Yes - I already have",3,"Always Legal","No","February","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Black","Yes","No",10,5,5,"straight","Yes",11,"No","No","No",10,10,0,10,10,1,2,5,10,"Yes - I already have",5,"Illegal most of the time","Yes","January","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","No",0,6,7,"straight","Yes",7,"No","No","No",2,2,7,7,10,1,1,8,5,"Yes - I already have",2,"Always Legal","Yes","August","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","Asian","Yes","Yes",7,7,10,"straight","Yes",4,"No","No","No",7,10,1,10,10,1,1,10,10,"Yes - I already have",2,"Always Legal","No","September","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","White","Yes","Uncertain",7,8,5,"straight","Yes",2,"No","No","No",1,1,7,9,1,2,2,9,8,"Yes - I already have",2,"Illegal most of the time","No","August","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Female","Female","White","Yes","No",5,3,7,"straight","Yes",8,"No","No","No",8,9,2,0,0,10,2,7,7,"Yes - I already have",3,"Legal most of the time","No","March","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",5,2,4,"straight","Yes",6,"Yes","Yes","Yes",9,9,0,0,0,9,1,9,3,"Yes - I already have",3,"Legal most of the time","No","April","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","No",2,5,3,"straight","Yes",11,"No","No","No",8,8,0,0,0,6,2,9,8,"Yes - I already have",4,"Legal most of the time","Yes","May","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","Asian","No","No",4,2,8,"bi","No",15,"No","Yes","Yes",5,4,5,0,0,4,2,10,3,"Yes - I already have",1,"Neutral","Yes","September","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Male","Male","Asian","Yes","Uncertain",7,5,5,"straight","Yes",5,"No","No","No",0,2,7,0,0,0,0,7,5,"Yes - I would",1,"Illegal most of the time","No","May","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","Asian","No","Yes",0,3,8,"bi","No",16,"Yes","No","Yes",6,6,3,0,0,3,1,10,0,"Yes - I already have",0,"Always Legal","No","June","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","White","Yes","No",5,7,8,"straight","Yes",8,"No","Yes","No",7,7,2,0,0,25,4,5,2,"Yes - I already have",4,"Legal most of the time","Yes","February","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","White","Yes","No",3,5,10,"straight","Yes",2,"No","No","No",3,3,10,0,0,10,0,8,3,"Yes - I already have",2,"Illegal most of the time","No","January","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Black","Yes","No",2,2,3,"straight","Yes",2,"No","No","No",2,5,10,0,0,12,3,8,9,"Yes - I already have",3,"Legal most of the time","Yes","May","Over","FOLD","Burger King","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Uncertain",6,6,4,"straight","Yes",4,"No","No","No",7,7,0,1,1,5,2,9,8,"Yes - I already have",2,"Always Legal","No","October","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Female","White","Yes","No",3,2,3,"straight","Yes",5,"No","Yes","No",4,3,8,0,0,3,1,4,4,"Yes - I already have",3,"Always Legal","No","October","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Uncertain",7,2,8,"straight","Yes",8,"No","No","No",0,3,10,0,0,50,3,7,0,"Yes - I already have",4,"Always Legal","No","July","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","White","Yes","Uncertain",5,6,6,"straight","Yes",12,"No","No","No",10,9,0,0,0,6,0,7,4,"Yes - I already have",3,"Always Legal","Yes","July","Under","WAD","Burger King","Burger King","Innocent Executed","No Love","funeral",1
"Male","Male","White","Yes","No",7,5,8,"straight","Yes",13,"No","No","No",4,4,10,3,3,0,0,5,3,"Yes - I would",2,"Illegal most of the time","No","May","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","White","Yes","No",1,1,7,"straight","Yes",10,"No","No","Yes",8,9,3,0,0,1,1,6,4,"Yes - I already have",1,"Always Legal","Yes","May","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",5,2,8,"straight","Yes",2,"No","No","No",7,7,0,0,0,5,2,8,9,"Yes - I already have",0,"Always Legal","Yes","November","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",1
"Female","Female","White","Yes","No",7,2,6,"straight","Yes",5,"No","No","No",9,9,4,9,8,0,0,5,7,"Yes - I would",2,"Always Legal","Yes","July","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Male","Male","Asian","No","Uncertain",0,3,5,"straight","Yes",11,"No","No","No",0,0,6,10,10,0,0,7,8,"Yes - I would",3,"Neutral","Yes","May","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Black","Yes","Uncertain",7,2,3,"straight","Yes",2,"No","Yes","No",8,9,0,1,1,2,2,5,5,"Yes - I already have",2,"Neutral","Yes","December","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Yes",3,9,10,"straight","Yes",3,"No","No","No",5,7,6,0,0,1,2,8,7,"Yes - I already have",6,"Neutral","Yes","February","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Other","Yes","No",3,3,3,"straight","Yes",6,"No","No","No",8,7,0,0,0,0,0,5,3,"Yes - I would",0,"Always Legal","Yes","January","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Asian","Yes","Uncertain",1,3,5,"straight","Yes",12,"No","No","No",9,8,2,0,0,0,1,7,10,"Unsure",4,"Always Legal","No","April","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","No",7,2,9,"asexual","Some do",15,"No","Yes","Yes",6,6,6,0,0,0,2,0,4,"No",0,"Always Legal","Yes","April","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","Uncertain",8,5,7,"straight","Yes",2,"No","No","No",9,9,10,5,5,0,2,6,9,"Yes - I would",2,"Neutral","Yes","July","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",3,4,4,"straight","Yes",2,"No","Yes","No",7,8,1,10,7,4,1,7,4,"Yes - I already have",3,"Always Legal","No","August","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","Black","Yes","No",6,3,6,"straight","Yes",5,"No","No","No",4,3,7,0,0,1,1,3,6,"Yes - I already have",2,"Legal most of the time","No","January","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
